City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,AQI_range
Amritsar,2018-05-30,66.86,67.01,12.53,8.69,21.22,4.99,0.74,6.42,41.35,113.0,orange,2
Jaipur,2018-05-30,59.09,190.37,6.79,22.64,25.08,17.28,0.98,10.23,48.49,146.0,orange,2
Delhi,2018-05-30,65.76,295.94,13.19,33.21,42.64,54.38,0.95,8.58,59.9,272.0,red,3
Visakhapatnam,2018-05-30,37.85,106.22,3.26,27.18,17.11,12.73,0.41,9.87,37.66,98.0,yellow,1
Hyderabad,2018-05-30,31.7,80.59,2.56,26.77,16.12,15.8,0.58,6.53,44.57,89.0,yellow,1
Talcher,2018-05-30,33.75,74.44,18.47,12.55,14.57,12.61,1.91,36.4,23.4,104.0,orange,2
Thiruvananthapuram,2018-05-30,14.78,32.33,3.1,12.02,8.92,3.44,0.86,4.93,40.51,59.0,yellow,1
Amaravati,2018-05-30,32.1,83.29,3.17,10.17,8.07,9.85,0.29,6.4,105.09,168.0,orange,2
Brajrajnagar,2018-05-30,45.66,106.31,5.45,13.01,18.44,5.56,2.98,12.76,26.32,112.0,orange,2
Thiruvananthapuram,2018-05-31,18.75,42.4,2.8,15.81,10.54,3.65,1.0,5.15,32.53,59.0,yellow,1
Hyderabad,2018-05-31,32.57,83.68,2.85,25.25,15.51,13.47,0.83,5.81,45.54,93.0,yellow,1
Visakhapatnam,2018-05-31,34.18,107.24,2.87,20.48,13.24,12.8,0.43,3.51,42.74,103.0,orange,2
Delhi,2018-05-31,71.99,235.22,14.54,40.76,44.17,50.49,1.0,9.71,50.6,223.0,red,3
Talcher,2018-05-31,79.39,162.66,16.04,19.67,25.46,11.41,2.28,31.34,22.59,108.0,orange,2
Brajrajnagar,2018-05-31,38.05,61.23,6.37,11.19,17.52,6.58,2.96,12.51,16.82,113.0,orange,2
Amritsar,2018-05-31,75.49,327.61,12.34,22.51,20.81,6.42,0.92,5.16,34.32,130.0,orange,2
Amaravati,2018-05-31,31.82,74.79,3.17,9.57,7.76,9.97,0.32,9.41,100.6,150.0,orange,2
Jaipur,2018-05-31,50.38,137.75,6.56,33.95,30.82,22.41,0.9,10.31,61.73,138.0,orange,2
Visakhapatnam,2018-06-01,39.17,102.24,6.0,33.55,22.91,13.36,0.43,7.38,30.22,107.0,orange,2
Amaravati,2018-06-01,37.5,84.96,3.27,11.57,8.91,10.06,0.57,4.53,79.11,127.0,orange,2
Amritsar,2018-06-01,99.15,331.54,0.4,8.55,8.62,1.51,1.56,6.51,23.58,254.0,red,3
Thiruvananthapuram,2018-06-01,17.99,36.25,2.85,16.73,11.14,3.44,1.01,6.04,26.52,66.0,yellow,1
Jaipur,2018-06-01,71.04,179.51,8.39,24.45,29.19,16.23,0.9,12.89,53.89,150.0,orange,2
Talcher,2018-06-01,54.6,114.36,17.81,11.66,19.45,13.24,1.94,42.47,11.59,182.0,orange,2
Delhi,2018-06-01,79.98,233.97,8.65,30.14,33.87,48.38,0.81,8.24,58.87,196.0,orange,2
Hyderabad,2018-06-01,37.26,77.09,2.92,31.53,18.61,18.36,0.64,6.76,52.89,110.0,orange,2
Amaravati,2018-06-02,23.25,61.1,4.29,15.21,11.68,9.62,0.43,9.78,57.54,106.0,orange,2
Delhi,2018-06-02,52.6,154.66,12.65,29.28,35.13,41.24,0.98,9.08,60.12,183.0,orange,2
Talcher,2018-06-02,49.37,98.48,17.37,14.27,19.01,13.0,1.94,35.35,10.14,98.0,yellow,1
Visakhapatnam,2018-06-02,30.78,86.36,7.32,35.75,24.94,13.82,0.54,4.75,30.05,89.0,yellow,1
Thiruvananthapuram,2018-06-02,13.59,27.32,3.1,16.03,10.85,3.04,0.86,5.44,28.29,59.0,yellow,1
Amritsar,2018-06-02,48.66,179.33,1.42,8.57,9.19,1.6,1.26,6.14,20.8,200.0,orange,2
Hyderabad,2018-06-02,36.7,63.45,3.79,35.45,21.68,21.33,0.77,6.87,35.35,82.0,yellow,1
Jaipur,2018-06-02,116.5,491.01,9.98,22.31,27.64,18.84,0.81,11.85,61.13,379.0,purple,4
Jorapokhar,2018-06-03,56.32867773999477,105.91,15.03,7.78,32.71227971554352,7.91,0.51,61.32,33.31,94.0,yellow,1
Hyderabad,2018-06-03,34.85,73.89,3.42,29.14,18.05,20.54,0.62,7.11,44.34,83.0,yellow,1
Thiruvananthapuram,2018-06-03,11.68,22.6,3.15,13.39,9.69,2.72,0.72,4.82,30.1,49.0,green,0
Visakhapatnam,2018-06-03,38.25,121.95,10.15,69.53,45.23,20.09,0.55,13.42,14.32,90.0,yellow,1
Amritsar,2018-06-03,67.25,199.98,0.76,8.4,8.35,1.58,1.24,6.23,23.36,164.0,orange,2
Talcher,2018-06-03,132.55,206.24,17.22,8.09,16.1,13.43,2.35,48.31,16.25,201.0,red,3
Jaipur,2018-06-03,69.06,219.89,8.63,19.95,23.85,12.8,0.61,10.85,52.37,265.0,red,3
Delhi,2018-06-03,59.52,140.21,16.93,31.51,43.09,43.82,0.84,7.79,57.87,154.0,orange,2
Amaravati,2018-06-03,27.42,57.28,3.36,19.38,13.04,7.89,0.32,6.83,77.6,129.0,orange,2
Thiruvananthapuram,2018-06-04,16.7,30.1,2.79,17.41,11.47,2.6,0.92,5.28,29.15,58.0,yellow,1
Talcher,2018-06-04,69.21,165.95,11.84,17.9,24.3,10.1,2.12,51.73,22.1,148.0,orange,2
Hyderabad,2018-06-04,30.95,64.8,5.15,26.22,19.01,17.29,0.56,7.1,57.7,89.0,yellow,1
Jaipur,2018-06-04,79.44,234.51,9.96,20.29,26.62,12.03,0.9,11.14,41.93,190.0,orange,2
Delhi,2018-06-04,64.42,179.31,14.32,30.68,38.57,49.08,0.81,8.14,57.03,170.0,orange,2
Amritsar,2018-06-04,61.84,194.06,5.32,9.97,12.51,3.7,1.8,6.29,33.48,174.0,orange,2
Jorapokhar,2018-06-04,56.32867773999477,144.27,15.56,8.46,32.71227971554352,7.66,0.42,77.53,14.86,116.0,orange,2
Amaravati,2018-06-04,31.26,72.82,2.6,10.78,7.92,9.02,0.4,7.7,100.25,136.0,orange,2
Jorapokhar,2018-06-05,56.32867773999477,171.14,14.75,7.18,32.71227971554352,8.03,0.38,54.4,11.92,143.0,orange,2
Brajrajnagar,2018-06-05,50.06,97.1,4.04,10.51,14.55,10.2,2.57,12.78,15.23,107.0,orange,2
Jaipur,2018-06-05,79.41,225.77,7.9,12.82,18.46,14.82,0.74,9.03,70.1,210.0,red,3
Thiruvananthapuram,2018-06-05,17.04,37.16,2.97,22.39,14.09,2.32,1.08,5.86,24.34,78.0,yellow,1
Hyderabad,2018-06-05,31.51,67.42,3.15,30.16,18.39,14.27,0.62,7.18,48.4,83.0,yellow,1
Visakhapatnam,2018-06-05,57.79,144.62,6.22,51.13,32.14,11.48,0.51,12.56,40.88,124.0,orange,2
Amritsar,2018-06-05,59.22,208.58,12.27,9.6,21.53,4.87,1.23,3.13,38.93,164.0,orange,2
Delhi,2018-06-05,61.72,152.57,9.58,27.67,32.62,43.21,0.82,7.51,48.46,160.0,orange,2
Amaravati,2018-06-05,28.12,70.21,2.67,13.18,9.28,11.27,0.38,7.28,126.43,155.0,orange,2
Talcher,2018-06-05,53.57,106.84,11.37,10.98,11.98,12.93,1.85,37.53,15.38,125.0,orange,2
Amaravati,2018-06-06,32.33,55.74,3.37,18.42,12.62,13.99,0.51,6.22,44.58,87.0,yellow,1
Jaipur,2018-06-06,59.58,191.06,7.62,15.35,19.44,13.97,0.82,8.07,94.49,189.0,orange,2
Thiruvananthapuram,2018-06-06,17.49,33.78,3.24,14.35,10.11,2.67,0.92,6.22,26.6,70.0,yellow,1
Hyderabad,2018-06-06,31.33,62.83,2.43,29.59,17.68,18.13,0.64,7.06,47.76,84.0,yellow,1
Jorapokhar,2018-06-06,56.32867773999477,136.1,14.7,7.45,32.71227971554352,7.93,0.36,48.72,19.82,134.0,orange,2
Talcher,2018-06-06,57.77,113.57,11.44,15.3,8.91,13.74,1.86,44.62,9.14,106.0,orange,2
Brajrajnagar,2018-06-06,55.84,100.01,3.62,11.86,15.49,15.1,2.38,12.77,13.33,105.0,orange,2
Delhi,2018-06-06,57.68,159.45,8.99,31.11,33.05,39.58,0.88,9.34,48.47,146.0,orange,2
Visakhapatnam,2018-06-06,35.24,84.35,6.1,46.12,29.49,10.57,0.5,10.84,42.3,101.0,orange,2
Brajrajnagar,2018-06-07,42.67,74.46,2.58,9.62,12.19,14.54,2.36,12.53,19.24,106.0,orange,2
Visakhapatnam,2018-06-07,28.43,68.43,3.91,27.3,17.03,17.38,0.4,5.92,62.99,82.0,yellow,1
Delhi,2018-06-07,73.77,165.33,10.21,33.8,37.99,40.17,0.96,10.1,60.18,166.0,orange,2
Jaipur,2018-06-07,69.5,197.39,7.76,17.07,20.01,14.55,0.82,8.76,77.34,132.0,orange,2
Jorapokhar,2018-06-07,56.32867773999477,148.89,15.09,7.6,32.71227971554352,7.71,0.38,32.71,77.12,161.0,orange,2
Thiruvananthapuram,2018-06-07,15.77,27.33,2.73,19.38,12.49,3.26,0.73,6.53,20.39,64.0,yellow,1
Hyderabad,2018-06-07,19.68,25.82,2.91,22.53,14.03,15.54,0.61,5.17,47.94,69.0,yellow,1
Amaravati,2018-06-07,19.29,31.22,2.93,13.9,9.86,17.3,0.42,5.87,65.87,84.0,yellow,1
Bengaluru,2018-06-08,19.28,21.36,9.94,15.8,16.94,18.55,0.91,6.23,11.05,50.0,green,0
Jaipur,2018-06-08,83.02,256.32,8.39,19.03,23.36,16.57,0.81,8.28,35.54,220.0,red,3
Brajrajnagar,2018-06-08,49.76,70.51,2.75,10.25,13.0,16.14,2.45,12.42,16.37,106.0,orange,2
Thiruvananthapuram,2018-06-08,13.57,43.69,3.22,9.14,7.38,2.87,0.89,4.84,26.3,60.0,yellow,1
Amritsar,2018-06-08,54.7,175.81,57.62,29.71,39.7,5.39,2.1,6.52,32.46,148.0,orange,2
Amaravati,2018-06-08,17.99,29.24,2.8,10.45,7.92,14.89,0.32,6.37,63.95,85.0,yellow,1
Jorapokhar,2018-06-08,56.32867773999477,113.36,15.22,6.68,32.71227971554352,8.2,0.44,35.42,55.48,134.0,orange,2
Hyderabad,2018-06-08,19.43,33.87,2.41,22.16,13.55,13.75,0.71,6.1,40.15,68.0,yellow,1
Delhi,2018-06-08,76.78,196.34,9.8,31.27,36.1,46.72,0.95,7.75,54.22,180.0,orange,2
Thiruvananthapuram,2018-06-09,10.75,40.67,3.19,2.08,3.59,2.36,0.6,6.0,28.03,51.0,yellow,1
Amritsar,2018-06-09,29.87,135.11,25.06,6.05,21.99,4.36,0.75,11.15,28.03,133.0,orange,2
Delhi,2018-06-09,52.79,136.75,10.94,27.39,36.36,40.4,0.9,6.41,41.95,153.0,orange,2
Visakhapatnam,2018-06-09,36.75,83.33,7.13,43.22,28.75,11.47,0.45,15.33,36.89,95.0,yellow,1
Hyderabad,2018-06-09,20.03,42.57,2.78,22.16,13.67,15.62,0.68,6.84,33.8,64.0,yellow,1
Amaravati,2018-06-09,12.72,24.79,2.33,9.03,6.78,10.79,0.4,5.82,72.26,91.0,yellow,1
Jaipur,2018-06-09,49.28,101.89,9.29,18.54,23.49,23.33,0.53,10.74,30.99,160.0,orange,2
Brajrajnagar,2018-06-09,55.9,79.68,3.71,10.8,14.51,15.24,2.56,12.48,13.69,108.0,orange,2
Amritsar,2018-06-10,50.25,148.66,9.57,18.11,28.68,4.54,1.0296205068528574,10.2,33.35,128.0,orange,2
Hyderabad,2018-06-10,16.49,32.8,3.39,20.62,13.49,15.21,0.64,7.35,22.52,52.0,yellow,1
Brajrajnagar,2018-06-10,47.22,61.64,4.22,9.87,14.1,12.38,2.63,12.34,16.47,111.0,orange,2
Thiruvananthapuram,2018-06-10,5.19,36.92,3.19,1.89,3.16,2.39,0.58,5.36,23.88,44.0,green,0
Amaravati,2018-06-10,13.65,35.39,1.9,6.11,4.79,9.14,0.46,7.1,60.03,76.0,yellow,1
Visakhapatnam,2018-06-10,28.69,66.84,7.43,46.76,30.91,11.62,0.41,11.71,32.48,81.0,yellow,1
Jaipur,2018-06-10,45.19,113.8,7.87,18.04,21.46,20.35,0.5,11.19,49.77,100.0,yellow,1
Delhi,2018-06-10,67.02,141.09,16.94,34.23,38.52,49.24,0.93,7.35,45.16,153.0,orange,2
Thiruvananthapuram,2018-06-11,13.23,43.69,3.06,5.15,5.14,2.1,0.8,5.64,24.69,48.0,green,0
Brajrajnagar,2018-06-11,41.95,60.84,3.18,10.79,13.97,10.41,2.57,12.31,13.8,108.0,orange,2
Amaravati,2018-06-11,17.64,47.81,3.95,10.06,8.65,9.74,0.49,5.81,46.41,60.0,yellow,1
Delhi,2018-06-11,73.22,218.14,11.9,34.85,35.75,48.15,0.9,6.94,46.66,186.0,orange,2
Hyderabad,2018-06-11,22.31,55.94,4.49,23.24,15.72,17.96,0.66,8.45,18.82,53.0,yellow,1
Jaipur,2018-06-11,49.5,152.0,9.69,18.3,22.39,19.28,0.44,9.54,50.65,118.0,orange,2
Amritsar,2018-06-11,51.72,175.01,12.28,48.32,61.6,4.67,1.0296205068528574,14.28,27.6,135.0,orange,2
Visakhapatnam,2018-06-11,30.94,87.54,7.83,44.8,30.2,10.87,0.41,11.93,29.61,82.0,yellow,1
Delhi,2018-06-12,141.28,497.9,11.06,31.72,34.01,40.05,0.87,8.73,37.85,285.0,red,3
Visakhapatnam,2018-06-12,35.48,100.2,21.41,52.86,42.93,10.19,0.93,15.22,10.92,83.0,yellow,1
Hyderabad,2018-06-12,29.92,88.06,6.62,23.7,17.8,16.42,0.66,10.11,17.16,70.0,yellow,1
Thiruvananthapuram,2018-06-12,13.4,53.74,3.01,9.16,7.3,2.12,0.86,5.95,24.44,53.0,yellow,1
Jaipur,2018-06-12,73.33,248.63,8.37,22.09,24.34,28.49,0.7,10.04,39.2,169.0,orange,2
Amaravati,2018-06-12,23.43,57.11,5.5,13.82,11.83,10.29,0.79,6.68,46.96,69.0,yellow,1
Thiruvananthapuram,2018-06-13,13.5,39.6,3.08,13.25,9.46,1.65,0.79,4.97,25.84,59.0,yellow,1
Delhi,2018-06-13,261.77,743.98,11.58,25.75,30.62,32.58,0.77,6.91,27.45,453.0,maroon,5
Jaipur,2018-06-13,84.79,361.08,15.57,18.75,24.92,22.76,0.56,9.3,38.38,285.0,red,3
Amaravati,2018-06-13,25.92,68.27,4.85,15.08,11.96,9.72,0.61,6.36,36.27,64.0,yellow,1
Amritsar,2018-06-13,83.88,340.65,33.85,13.99,43.79,9.52,2.82,7.38,34.24,221.0,red,3
Visakhapatnam,2018-06-13,35.64,136.51,9.51,46.06,32.36,12.77,0.63,19.68,26.85,105.0,orange,2
Hyderabad,2018-06-13,30.85,89.47,2.88,21.31,13.57,18.8,0.6,7.58,19.6,84.0,yellow,1
Delhi,2018-06-14,225.49,761.91,11.75,25.37,29.01,27.3,0.72,7.22,43.38,522.0,maroon,5
Amaravati,2018-06-14,32.7,103.88,3.83,11.83,9.5,11.4,0.55,8.41,47.71,98.0,yellow,1
Visakhapatnam,2018-06-14,38.98,148.5,8.86,46.8,32.22,14.31,0.53,18.59,32.99,126.0,orange,2
Amritsar,2018-06-14,194.84,917.08,22.27,17.41,39.68,6.45,1.0296205068528574,6.88,28.53,732.0,maroon,5
Hyderabad,2018-06-14,34.44,92.58,3.06,23.31,14.67,18.51,0.54,8.26,17.53,86.0,yellow,1
Thiruvananthapuram,2018-06-14,13.45,28.3,3.18,9.14,7.36,1.83,0.7,5.79,28.12,49.0,green,0
Jaipur,2018-06-14,92.4,324.0,10.17,15.67,22.25,20.29,0.4,6.74,47.67,269.0,red,3
Bengaluru,2018-06-15,61.43,33.51,9.95,23.54,21.94,54.13,1.01,3.21,18.53,83.0,yellow,1
Thiruvananthapuram,2018-06-15,12.81,30.9,3.21,9.67,7.75,1.97,0.76,5.97,28.01,46.0,green,0
Amaravati,2018-06-15,31.58,107.31,4.62,13.57,11.07,13.41,1.13,8.66,62.14,128.0,orange,2
Delhi,2018-06-15,153.28,613.34,12.05,24.61,29.31,26.27,0.7,7.31,40.15,593.0,maroon,5
Jaipur,2018-06-15,70.52,216.17,9.22,19.28,24.29,24.1,0.54,9.06,50.32,264.0,red,3
Amritsar,2018-06-15,262.84,802.87,18.83,14.54,33.37,6.7,1.0296205068528574,5.26,31.27,869.0,maroon,5
Visakhapatnam,2018-06-15,53.56,188.11,7.4,52.52,33.19,14.28,0.55,26.72,30.34,151.0,orange,2
Hyderabad,2018-06-15,27.83,86.25,2.8,20.05,12.92,22.11,0.57,9.66,20.79,86.0,yellow,1
Hyderabad,2018-06-16,22.9,63.65,2.23,20.48,13.35,12.77,0.6,8.96,22.0,67.0,yellow,1
Amaravati,2018-06-16,22.9,69.96,3.08,10.96,8.42,10.54,0.75,5.29,61.1,113.0,orange,2
Kolkata,2018-06-16,47.55,128.66,6.01,24.89,24.51,7.4,0.72,7.3,27.24,119.0,orange,2
Thiruvananthapuram,2018-06-16,12.34,28.76,3.12,14.24,10.07,1.48,0.71,5.94,27.71,54.0,yellow,1
Amritsar,2018-06-16,145.95,401.62,17.86,13.25,31.1,7.53,1.0296205068528574,8.52,29.86,695.0,maroon,5
Jaipur,2018-06-16,62.62,158.06,8.87,23.54,22.7,19.88,0.55,9.4,47.06,155.0,orange,2
Visakhapatnam,2018-06-16,50.78,173.25,6.21,41.44,27.28,15.95,0.39,21.93,47.03,158.0,orange,2
Delhi,2018-06-16,127.32,516.85,10.15,25.0,29.76,28.12,0.68,7.29,45.76,531.0,maroon,5
Bengaluru,2018-06-16,22.24,43.59,9.44,18.63,20.74,65.66,1.09,3.24,13.77,106.0,orange,2
Hyderabad,2018-06-17,21.99,66.18,2.72,20.32,12.88,15.69,0.57,9.83,19.71,67.0,yellow,1
Amritsar,2018-06-17,49.36,215.18,17.91,13.17,31.08,7.53,1.0296205068528574,4.35,30.54,222.0,red,3
Jaipur,2018-06-17,54.54,130.08,9.16,24.46,23.99,20.21,0.48,9.07,42.86,128.0,orange,2
Bengaluru,2018-06-17,17.38,42.66,9.08,15.39,18.77,65.85,1.06,3.83,8.71,55.0,yellow,1
Thiruvananthapuram,2018-06-17,11.32,31.95,3.25,11.75,8.89,1.56,0.76,5.44,20.83,47.0,green,0
Delhi,2018-06-17,84.47,289.18,8.45,22.78,27.88,27.53,0.68,6.18,44.56,384.0,purple,4
Kolkata,2018-06-17,45.04,107.03,6.32,40.85,47.18,4.9,1.63,1.34,34.68071909821197,113.0,orange,2
Amaravati,2018-06-17,24.23,78.11,3.0,8.32,6.95,10.85,0.98,9.0,59.68,87.0,yellow,1
Amritsar,2018-06-18,41.53,183.02,20.97,14.08,35.05,6.59,1.0296205068528574,6.47,41.74,158.0,orange,2
Hyderabad,2018-06-18,17.2,48.97,2.58,20.17,12.01,13.71,0.58,8.6,19.88,59.0,yellow,1
Thiruvananthapuram,2018-06-18,13.09,38.2,3.06,14.69,10.31,1.54,0.93,5.25,24.01,56.0,yellow,1
Kolkata,2018-06-18,50.1,105.68,3.23,33.28,36.5,8.55,1.47,3.02,72.28,107.0,orange,2
Delhi,2018-06-18,61.06,166.71,11.44,26.68,31.17,33.27,0.77,7.71,46.41,179.0,orange,2
Bengaluru,2018-06-18,13.38,100.6,9.51,14.75,19.88,52.88,1.15,4.93,11.02,69.0,yellow,1
Jaipur,2018-06-18,79.91,239.87,8.83,21.54,21.73,18.18,0.48,9.68,53.41,161.0,orange,2
Amaravati,2018-06-18,17.92,68.72,3.53,7.85,7.13,10.72,0.46,6.66,52.83,79.0,yellow,1
Amaravati,2018-06-19,17.38,55.59,4.73,9.13,8.79,9.36,0.84,6.18,54.36,69.0,yellow,1
Bengaluru,2018-06-19,32.62,100.12,8.27,12.51,17.4,39.88,1.06,4.53,14.71,81.0,yellow,1
Delhi,2018-06-19,52.76,152.06,10.85,26.52,29.02,31.25,0.68,6.5,53.39,146.0,orange,2
Amritsar,2018-06-19,39.78,171.73,23.1,15.08,38.19,5.6,0.0,7.19,46.14,154.0,orange,2
Brajrajnagar,2018-06-19,38.68,103.39,4.32,13.27,17.58,6.0,2.51,12.52,16.33,108.0,orange,2
Jaipur,2018-06-19,58.91,125.66,9.93,20.24,24.72,14.42,0.47,8.23,62.32,162.0,orange,2
Thiruvananthapuram,2018-06-19,15.52,63.21,2.99,12.1,8.82,1.51,0.93,6.17,20.66,66.0,yellow,1
Hyderabad,2018-06-19,14.61,29.85,1.97,18.2,10.99,8.52,0.53,6.94,23.9,50.0,green,0
Kolkata,2018-06-19,39.25,87.24,2.6,30.86,33.45,12.06,1.35,1.93,81.12,148.0,orange,2
Jaipur,2018-06-20,51.15,99.87,12.89,22.97,32.68,18.94,0.54,13.27,61.32,111.0,orange,2
Hyderabad,2018-06-20,15.27,26.79,2.55,21.39,13.31,8.28,0.44,6.5,27.49,58.0,yellow,1
Delhi,2018-06-20,67.55,201.22,13.82,33.71,37.25,36.03,0.77,10.05,60.2,175.0,orange,2
Bengaluru,2018-06-20,13.64,73.69,8.31,14.01,18.08,39.82,1.06,4.83,21.95,69.0,yellow,1
Amaravati,2018-06-20,19.06,59.46,4.75,11.31,9.96,10.32,1.02,5.43,62.58,78.0,yellow,1
Kolkata,2018-06-20,24.44,53.19,5.77,38.03,43.79,9.14,1.7,6.88,49.58,94.0,yellow,1
Amritsar,2018-06-20,44.05,152.49,13.1,16.37,29.47,5.81,1.0296205068528574,6.46,34.83,143.0,orange,2
Thiruvananthapuram,2018-06-20,16.72,49.12,3.03,10.55,7.92,1.42,0.71,5.1,25.56,59.0,yellow,1
Brajrajnagar,2018-06-20,46.46,105.66,3.69,13.27,16.96,6.5,2.5,12.38,15.69,107.0,orange,2
Amaravati,2018-06-21,18.81,55.66,3.91,11.7,9.49,11.32,1.01,5.53,62.72,88.0,yellow,1
Bengaluru,2018-06-21,16.71,76.66,7.76,20.26,20.93,39.87,1.02,5.1,25.83,64.0,yellow,1
Visakhapatnam,2018-06-21,27.7,106.31,1.39,38.37,21.07,12.44,0.35,15.97,27.5,112.0,orange,2
Delhi,2018-06-21,76.98,273.16,11.17,34.82,35.93,38.44,0.75,9.73,66.75,221.0,red,3
Jaipur,2018-06-21,83.77,198.31,8.07,25.52,31.67,19.51,0.83,13.19,65.73,160.0,orange,2
Thiruvananthapuram,2018-06-21,20.49,44.95,3.04,12.9,9.3,1.84,0.77,6.0,28.31,57.0,yellow,1
Hyderabad,2018-06-21,10.31,33.35,1.76,22.02,12.97,9.33,0.46,6.21,27.79,52.0,yellow,1
Kolkata,2018-06-21,31.68,60.16,4.46,38.39,43.04,6.52,1.42,1.31,13.47,100.0,yellow,1
Amritsar,2018-06-21,33.94,120.27,12.02,17.25,29.27,5.93,1.0296205068528574,5.67,42.11,121.0,orange,2
Brajrajnagar,2018-06-21,47.81,95.03,3.67,12.19,15.83,7.47,2.54,12.39,16.86,110.0,orange,2
Hyderabad,2018-06-22,21.26,45.55,2.2,28.03,16.4,13.37,0.49,6.19,25.78,56.0,yellow,1
Bengaluru,2018-06-22,18.94,79.08,10.67,31.69,27.45,40.19,1.02,4.68,26.92,64.0,yellow,1
Kolkata,2018-06-22,25.22,48.96,0.99,28.1,29.07,6.53,0.39,2.31,30.32,60.0,yellow,1
Thiruvananthapuram,2018-06-22,19.2,45.68,3.05,14.11,9.99,2.13,0.98,5.57,30.81,66.0,yellow,1
Brajrajnagar,2018-06-22,35.95,53.61,3.62,10.89,14.5,7.48,2.56,12.32,16.06,109.0,orange,2
Amritsar,2018-06-22,40.94,150.34,11.3,16.96,28.26,6.18,1.0296205068528574,7.43,49.88,126.0,orange,2
Jaipur,2018-06-22,71.26,145.43,9.58,30.02,39.6,24.08,0.77,10.2,60.59,173.0,orange,2
Amaravati,2018-06-22,18.69,50.06,3.48,12.39,9.52,12.21,0.81,7.62,68.32,101.0,orange,2
Delhi,2018-06-22,83.98,247.55,23.62,45.06,53.22,44.46,0.99,12.38,64.38,249.0,red,3
Visakhapatnam,2018-06-22,27.05,74.19,1.7,38.98,21.59,12.69,0.46,9.52,26.54,92.0,yellow,1
Visakhapatnam,2018-06-23,26.17,97.3,1.42,36.83,20.54,12.72,0.54,11.83,24.5,79.0,yellow,1
Kolkata,2018-06-23,22.95,44.58,1.14,25.76,26.85,5.38,0.38,1.06,22.84,47.0,green,0
Amritsar,2018-06-23,32.02,154.91,11.04,16.48,27.52,6.32,1.0296205068528574,7.24,34.68071909821197,145.0,orange,2
Brajrajnagar,2018-06-23,44.95,79.31,4.71,12.48,17.18,7.0,2.56,12.32,12.49,108.0,orange,2
Hyderabad,2018-06-23,20.07,34.46,2.75,23.78,14.39,13.84,0.36,6.35,23.59,56.0,yellow,1
Thiruvananthapuram,2018-06-23,17.08,44.56,3.12,13.06,9.49,2.71,0.74,5.87,27.3,53.0,yellow,1
Delhi,2018-06-23,81.33,242.29,17.78,44.23,49.29,44.27,0.96,11.68,66.18,228.0,red,3
Amaravati,2018-06-23,17.85,43.47,3.35,11.42,8.88,11.67,1.05,6.86,63.17,80.0,yellow,1
Jaipur,2018-06-23,69.38,143.46,7.66,19.31,26.97,32.96,0.56,10.28,61.66,156.0,orange,2
Bengaluru,2018-06-23,23.76,55.83,9.93,23.67,22.5,43.21,1.03,4.7,17.71,66.0,yellow,1
Delhi,2018-06-24,54.15,163.89,10.39,34.98,37.1,34.64,0.77,13.73,59.17,194.0,orange,2
Hyderabad,2018-06-24,16.99,37.87,3.05,20.56,13.25,13.2,0.23,6.42,19.13,41.0,green,0
Amaravati,2018-06-24,18.09,45.11,3.0,7.26,6.39,9.25,1.0,6.14,64.6,89.0,yellow,1
Visakhapatnam,2018-06-24,30.25,95.68,1.34,35.29,19.72,12.73,0.46,18.1,33.16,101.0,orange,2
Kolkata,2018-06-24,24.61,46.54,0.86,25.49,26.32,3.96,0.4,1.1,23.13,48.0,green,0
Thiruvananthapuram,2018-06-24,15.29,25.55,3.1,10.06,7.85,2.53,0.81,5.83,29.0,51.0,yellow,1
Jaipur,2018-06-24,60.2,116.5,7.91,19.87,27.78,40.99,0.66,9.77,62.2,132.0,orange,2
Brajrajnagar,2018-06-24,43.18,84.77,4.78,12.92,17.69,6.5,2.59,12.6,12.76,109.0,orange,2
Bengaluru,2018-06-24,21.84,73.73,7.93,15.51,18.69,43.75,0.98,4.64,15.09,64.0,yellow,1
Amritsar,2018-06-24,41.94,120.52,10.89,16.47,27.36,6.23,1.0296205068528574,6.33,34.68071909821197,113.0,orange,2
Amaravati,2018-06-25,18.93,60.89,3.85,7.4,7.15,10.94,0.55,6.76,50.27,71.0,yellow,1
Kolkata,2018-06-25,28.6,45.36,1.95,43.45,45.37,3.62,0.41,1.11,13.56,50.0,green,0
Jaipur,2018-06-25,52.05,93.53,8.35,18.64,26.99,30.81,0.64,8.21,58.03,100.0,yellow,1
Visakhapatnam,2018-06-25,30.0,113.06,1.08,35.52,19.41,11.41,0.43,10.95,40.09,97.0,yellow,1
Hyderabad,2018-06-25,16.31,41.38,2.77,20.7,13.14,10.75,0.27,6.36,17.31,41.0,green,0
Delhi,2018-06-25,46.9,155.61,10.81,34.92,31.12,32.64,0.74,12.17,39.06,168.0,orange,2
Bengaluru,2018-06-25,51.82,70.62,6.93,14.77,16.14,39.41,1.01,4.79,14.73,87.0,yellow,1
Thiruvananthapuram,2018-06-25,13.66,41.84,3.15,8.46,7.0,2.29,0.62,5.71,25.78,44.0,green,0
Brajrajnagar,2018-06-25,30.19,70.34,2.99,12.35,15.34,5.92,2.5,12.75,18.13,108.0,orange,2
Amritsar,2018-06-25,45.02,174.24,10.83,16.07,26.9,6.24,1.0296205068528574,4.7,43.26,113.0,orange,2
