City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,AQI,AQI_Bucket,AQI_range
Delhi,2015-01-01,313.22,607.98,69.16,36.39,110.59,33.85,15.2,9.25,41.68,472.0,maroon,5
Delhi,2015-01-02,186.18,269.55,62.09,32.87,88.14,31.83,9.54,6.65,29.97,454.0,maroon,5
Delhi,2015-01-03,87.18,131.9,25.73,30.31,47.95,69.55,10.61,2.65,19.71,143.0,orange,2
Delhi,2015-01-04,151.84,241.84,25.01,36.91,48.62,130.36,11.54,4.63,25.36,319.0,purple,4
Delhi,2015-01-05,146.6,219.13,14.01,34.92,38.25,122.88,9.2,3.33,23.2,325.0,purple,4
Delhi,2015-01-06,149.58,252.1,17.21,37.84,42.46,134.97,9.44,3.66,26.83,318.0,purple,4
Delhi,2015-01-07,217.87,376.51,26.99,40.15,52.41,134.82,9.78,5.82,28.96,353.0,purple,4
Delhi,2015-01-08,229.9,360.95,23.34,43.16,51.21,138.13,11.01,3.31,30.51,383.0,purple,4
Delhi,2015-01-09,201.66,397.43,19.18,38.56,45.6,140.6,11.09,3.48,32.94,375.0,purple,4
Delhi,2015-01-10,221.02,361.74,24.79,46.39,55.19,134.06,9.7,5.91,34.12,376.0,purple,4
Delhi,2015-01-11,205.41,393.2,28.46,47.29,57.88,131.1,10.98,5.54,50.37,379.0,purple,4
Delhi,2015-01-12,212.41,345.63,24.77,44.71,54.66,148.51,9.3,5.17,40.08,375.0,purple,4
Delhi,2015-01-13,197.61,301.04,34.28,45.88,62.95,145.48,11.52,5.95,39.54,366.0,purple,4
Delhi,2015-01-14,164.39,227.38,20.78,41.17,48.09,166.7,10.32,4.85,42.05,353.0,purple,4
Delhi,2015-01-15,166.19,283.93,47.91,56.7,79.73,124.64,10.81,6.94,43.25,340.0,purple,4
Delhi,2015-01-16,174.98,309.99,42.33,49.41,70.6,136.4,11.46,4.69,34.7,356.0,purple,4
Delhi,2015-01-17,196.46,356.2,42.18,53.04,80.18,125.49,8.87,5.13,25.77,360.0,purple,4
Delhi,2015-01-18,201.51,359.75,45.51,53.77,75.83,120.45,8.99,5.43,23.22,370.0,purple,4
Delhi,2015-01-19,183.35,305.13,27.32,39.88,55.67,148.49,9.02,4.21,25.34,362.0,purple,4
Delhi,2015-01-20,165.63,257.04,16.47,34.23,37.68,146.31,8.03,4.11,22.69,340.0,purple,4
Delhi,2015-01-21,159.54,235.27,12.27,22.56,33.02,63.23,9.01,7.05,18.56,338.0,purple,4
Delhi,2015-01-22,143.68,183.89,14.75,21.82,34.88,39.65,10.58,8.64,6.94,332.0,purple,4
Delhi,2015-01-23,128.73,136.07,11.99,17.35,29.46,39.98,8.74,6.77,10.91,254.0,red,3
Delhi,2015-01-24,164.98,200.02,10.38,15.77,25.49,38.77,9.39,8.89,9.35,324.0,purple,4
Delhi,2015-01-25,148.59,203.81,11.82,20.83,28.29,45.62,11.44,5.96,16.65,333.0,purple,4
Delhi,2015-01-26,129.34,137.86,12.46,25.66,29.48,60.96,10.19,6.78,18.18,292.0,red,3
Delhi,2015-01-27,154.2,217.2,14.41,30.39,34.63,40.96,10.36,6.42,17.11,318.0,purple,4
Delhi,2015-01-28,134.6,156.9,18.96,28.6,35.57,49.71,10.21,5.21,15.23,295.0,red,3
Delhi,2015-01-29,173.13,277.0,23.14,38.34,48.89,62.03,11.74,5.53,16.29,327.0,purple,4
Delhi,2015-01-30,178.04,272.61,19.8,38.43,44.45,69.78,11.58,6.43,14.91,345.0,purple,4
Delhi,2015-01-31,158.59,207.06,30.67,41.36,57.77,67.66,8.7,5.03,17.51,334.0,purple,4
Delhi,2015-02-01,211.59,371.05,57.56,58.17,93.17,96.69,13.08,9.9,23.28,358.0,purple,4
Delhi,2015-02-02,163.64,219.84,13.7,37.25,39.34,84.49,10.59,5.31,28.38,349.0,purple,4
Delhi,2015-02-03,157.71,194.09,12.28,31.05,34.1,66.38,8.21,5.64,28.56,334.0,purple,4
Delhi,2015-02-04,137.26,147.08,15.21,29.69,36.06,53.28,9.11,5.06,15.07,313.0,purple,4
Delhi,2015-02-05,131.76,127.42,23.15,36.51,47.4,51.24,8.18,4.85,21.7,262.0,red,3
Delhi,2015-02-06,151.6,330.99,46.66,67.0,84.76,63.45,5.51,9.13,33.92,303.0,purple,4
Delhi,2015-02-07,160.75,210.52,37.54,57.69,71.68,58.15,10.28,6.91,43.44,329.0,purple,4
Delhi,2015-02-08,145.34,215.69,30.54,50.39,61.78,66.72,5.39,8.66,30.43,323.0,purple,4
Delhi,2015-02-09,134.67,109.86,19.95,39.18,44.48,74.29,5.11,9.7,20.62,266.0,red,3
Delhi,2015-02-10,153.07,218.23,23.41,42.2,48.01,79.54,10.88,5.81,19.02,319.0,purple,4
Delhi,2015-02-11,116.91,316.14,33.79,53.63,64.04,95.13,12.64,7.54,27.17,334.0,purple,4
Delhi,2015-02-12,177.98,394.97,30.48,42.73,58.19,69.47,13.75,9.2,25.58,342.0,purple,4
Delhi,2015-02-13,167.01,328.43,32.23,44.61,55.13,83.96,11.26,7.77,27.62,341.0,purple,4
Delhi,2015-02-14,193.96,412.46,81.47,53.81,107.76,137.27,11.73,9.36,34.22,377.0,purple,4
Delhi,2015-02-15,184.06,497.37,44.16,58.15,75.98,61.89,13.78,9.13,40.91,391.0,purple,4
Delhi,2015-02-16,152.62,310.74,24.32,44.22,49.67,74.74,11.55,6.79,34.36,358.0,purple,4
Delhi,2015-02-17,161.27,195.78,23.71,25.4,42.76,75.66,10.3,5.6,41.62,327.0,purple,4
Delhi,2015-02-18,188.2,253.53,69.2,60.29,104.31,79.83,16.23,8.65,36.54,365.0,purple,4
Delhi,2015-02-19,159.97,193.78,24.53,40.51,47.8,81.44,13.11,5.08,31.88,352.0,purple,4
Delhi,2015-02-20,144.12,162.2,18.1,34.71,40.32,81.04,11.45,5.93,31.61,317.0,purple,4
Delhi,2015-02-21,155.38,191.03,35.51,45.11,57.91,69.59,14.21,12.24,30.11,320.0,purple,4
Delhi,2015-02-22,124.1,107.61,15.38,31.83,32.15,70.25,9.73,5.68,27.19,279.0,red,3
Delhi,2015-02-23,141.39,157.01,21.95,38.23,42.71,36.38,9.29,9.43,36.86,281.0,red,3
Delhi,2015-02-24,170.16,238.33,36.04,48.4,60.78,34.14,14.17,9.28,37.39,354.0,purple,4
Delhi,2015-02-25,148.19,169.57,14.79,29.28,34.14,34.91,14.13,5.94,31.57,340.0,purple,4
Delhi,2015-02-26,140.78,171.64,11.34,20.95,26.65,23.22,13.61,6.98,28.72,323.0,purple,4
Delhi,2015-02-27,130.42,163.67,13.85,24.75,31.46,22.36,12.78,12.12,34.08,315.0,purple,4
Delhi,2015-02-28,105.86,169.28,9.21,20.65,25.3,16.49,11.8,12.48,41.38,310.0,purple,4
Delhi,2015-03-01,71.83,98.89,8.49,21.42,19.55,12.44,11.62,10.99,22.51,324.0,purple,4
Delhi,2015-03-02,53.71,60.15,11.02,13.43,20.48,19.11,10.19,3.21,22.08,226.0,red,3
Delhi,2015-03-03,83.49,112.1,16.23,23.75,30.88,16.04,11.72,5.07,20.83,266.0,red,3
Delhi,2015-03-04,91.07,139.15,13.71,24.28,28.73,17.44,10.64,4.68,25.83,200.0,orange,2
Delhi,2015-03-05,106.57,196.19,25.97,31.12,45.48,28.86,9.36,5.97,32.88,275.0,red,3
Delhi,2015-03-06,101.75,163.14,20.56,26.59,34.17,32.04,10.55,5.96,33.67,322.0,purple,4
Delhi,2015-03-07,77.57,90.54,12.07,19.15,24.66,16.83,9.48,5.18,23.09,216.0,red,3
Delhi,2015-03-08,63.24,80.2,13.52,20.35,27.44,16.12,8.19,3.98,20.71,108.0,orange,2
Delhi,2015-03-09,76.62,117.38,10.49,18.21,22.84,15.2,9.02,4.2,22.85,197.0,orange,2
Delhi,2015-03-10,86.7,150.92,11.44,18.82,25.78,18.88,7.98,3.84,25.87,238.0,red,3
Delhi,2015-03-11,104.29,176.2,14.94,25.63,32.66,29.48,10.76,6.3,29.62,274.0,red,3
Delhi,2015-03-12,115.93,203.75,18.48,32.29,37.84,30.72,11.3,7.03,35.05,315.0,purple,4
Delhi,2015-03-13,108.66,173.89,15.61,30.75,37.02,23.31,10.23,10.65,34.05,307.0,purple,4
Delhi,2015-03-14,67.94,105.29,14.3,29.78,32.1,29.21,9.18,10.14,23.39,208.0,red,3
Delhi,2015-03-15,38.89,46.68,9.49,17.76,21.45,30.59,8.23,4.25,22.0,165.0,orange,2
Delhi,2015-03-16,45.39,74.14,10.2,17.14,22.27,33.16,7.87,8.8,25.55,188.0,orange,2
Delhi,2015-03-17,55.55,104.33,12.18,20.96,25.28,39.8,10.45,7.19,23.11,217.0,red,3
Delhi,2015-03-18,50.59,95.56,9.32,16.6,21.74,39.16,7.83,3.6,27.5,191.0,orange,2
Delhi,2015-03-19,69.51,136.67,14.05,23.77,30.29,36.77,7.89,4.97,27.07,240.0,red,3
Delhi,2015-03-20,96.62,168.0,19.15,29.04,37.12,35.07,9.59,6.66,29.01,229.0,red,3
Delhi,2015-03-21,96.28,172.91,20.18,29.21,37.78,32.01,8.82,7.31,25.97,248.0,red,3
Delhi,2015-03-22,72.2,122.12,9.39,20.27,23.15,32.52,8.5,4.4,25.48,204.0,red,3
Delhi,2015-03-23,78.47,131.42,12.57,23.04,28.5,32.13,8.6,4.07,27.1,271.0,red,3
Delhi,2015-03-24,91.87,179.36,21.3,30.01,40.31,31.79,10.1,7.35,34.78,290.0,red,3
Delhi,2015-03-25,107.26,201.08,21.52,33.82,42.98,27.92,11.69,11.82,45.78,340.0,purple,4
Delhi,2015-03-26,109.78,217.9,24.1,33.02,44.26,28.0,12.67,9.3,40.0,358.0,purple,4
Delhi,2015-03-27,62.27,117.81,12.01,24.76,27.71,27.34,9.29,10.91,31.08,287.0,red,3
Delhi,2015-03-28,102.22,212.96,22.14,29.41,40.44,32.82,10.47,17.16,40.23,323.0,purple,4
Delhi,2015-03-29,104.36,202.01,23.55,33.86,43.2,37.35,14.42,16.92,32.84,360.0,purple,4
Delhi,2015-03-30,44.19,57.0,7.11,17.6,19.91,28.77,9.58,7.75,26.81,268.0,red,3
Delhi,2015-03-31,55.66,78.64,10.22,20.13,26.74,30.62,9.56,9.34,34.15,283.0,red,3
Delhi,2015-04-01,112.86,167.6,24.6,32.71,45.12,36.05,10.15,19.48,38.45,309.0,purple,4
Delhi,2015-04-02,78.51,112.78,9.82,20.54,27.51,31.04,6.72,14.37,35.54,249.0,red,3
Delhi,2015-04-03,66.52,76.05,11.21,18.47,27.79,35.48,8.24,10.62,24.85,245.0,red,3
Delhi,2015-04-04,62.56,86.11,10.66,24.96,30.36,28.46,5.52,12.94,27.98,229.0,red,3
Delhi,2015-04-05,78.61,145.1,13.0,27.75,39.45,32.3,7.97,16.72,40.79,234.0,red,3
Delhi,2015-04-06,119.7,195.47,34.3,32.83,59.96,44.66,11.01,16.63,30.32,343.0,purple,4
Delhi,2015-04-07,66.09,95.81,7.57,24.47,30.04,29.78,7.29,8.34,43.23,262.0,red,3
Delhi,2015-04-08,95.34,120.2,11.64,34.72,37.7,24.84,9.28,17.99,61.68,308.0,purple,4
Delhi,2015-04-09,63.57,148.17,11.33,35.15,41.13,30.04,6.57,10.48,35.18,293.0,red,3
Delhi,2015-04-10,96.56,203.67,17.46,52.77,62.06,30.32,4.63,15.8,59.88,290.0,red,3
Delhi,2015-04-11,131.39,234.65,22.86,59.52,72.68,34.01,5.84,21.5,73.72,375.0,purple,4
Delhi,2015-04-12,75.35,91.73,9.63,45.3,40.75,28.79,7.73,13.08,49.21,293.0,red,3
Delhi,2015-04-13,86.49,116.62,14.18,50.3,56.07,38.86,3.67,14.99,62.52,247.0,red,3
Delhi,2015-04-14,77.07,132.68,13.41,42.65,50.06,36.68,6.85,14.04,55.44,232.0,red,3
Delhi,2015-04-15,98.79,161.43,18.39,47.41,45.1,34.8,11.65,13.75,31.14,316.0,purple,4
Delhi,2015-04-16,81.81,164.56,18.2,44.06,58.92,37.84,5.94,21.44,59.29,295.0,red,3
Delhi,2015-04-17,65.78,180.67,18.75,40.09,55.98,30.04,7.38,14.34,54.47,246.0,red,3
Delhi,2015-04-18,119.82,268.65,26.27,51.11,66.92,28.99,8.21,17.21,65.72,378.0,purple,4
Delhi,2015-04-19,125.53,308.82,32.69,64.73,87.58,34.39,8.84,18.02,65.08,406.0,maroon,5
Delhi,2015-04-20,121.51,336.63,18.14,60.41,68.41,33.63,6.75,20.98,87.04,392.0,purple,4
Delhi,2015-04-21,114.5,327.81,23.52,50.7,63.45,30.3,6.84,19.38,74.49,391.0,purple,4
Delhi,2015-04-22,101.83,279.41,26.26,55.27,72.67,24.36,7.36,19.29,69.41,368.0,purple,4
Delhi,2015-04-23,118.57,273.68,33.93,76.46,96.19,29.32,6.58,21.81,76.14,365.0,purple,4
Delhi,2015-04-24,143.22,313.53,42.58,88.61,108.55,36.5,6.42,26.89,89.42,383.0,purple,4
Delhi,2015-04-25,106.76,318.88,22.5,58.87,71.34,37.0,6.75,17.56,93.54,367.0,purple,4
Delhi,2015-04-26,65.36,160.3,13.17,31.23,38.68,32.83,8.44,12.67,77.43,334.0,purple,4
Delhi,2015-04-27,67.08,174.5,13.18,35.54,44.09,32.27,4.76,11.92,70.74,258.0,red,3
Delhi,2015-04-28,81.37,141.25,11.98,34.88,43.91,29.46,4.67,13.97,70.42,234.0,red,3
Delhi,2015-04-29,63.76,131.56,12.09,42.98,51.34,29.93,7.16,13.98,61.86,257.0,red,3
Delhi,2015-04-30,60.56,171.42,12.0,43.9,48.72,29.08,7.33,12.85,60.18,259.0,red,3
Delhi,2015-05-01,76.1,192.81,13.14,42.99,52.01,26.55,7.63,13.1,53.16,279.0,red,3
Delhi,2015-05-02,72.66,206.1,25.56,62.09,76.22,26.99,9.46,16.16,43.06,312.0,purple,4
Delhi,2015-05-03,121.94,334.02,52.12,83.3,100.84,35.46,11.95,19.43,41.71,372.0,purple,4
Delhi,2015-05-04,108.98,326.71,52.0,85.5,112.64,31.33,8.08,17.53,37.7,387.0,purple,4
Delhi,2015-05-05,145.99,366.85,75.13,107.85,150.76,35.82,6.65,26.0,50.27,408.0,maroon,5
Delhi,2015-05-06,171.33,346.98,53.42,87.88,122.67,39.27,7.1,25.26,92.66,398.0,purple,4
Delhi,2015-05-07,117.76,343.12,19.74,63.18,73.07,35.52,9.64,24.63,75.6,403.0,maroon,5
Delhi,2015-05-08,90.66,305.38,25.55,56.54,73.9,30.52,6.65,20.79,74.84,361.0,purple,4
Delhi,2015-05-09,106.4,285.38,43.33,63.57,96.25,34.25,9.35,18.15,76.38,378.0,purple,4
Delhi,2015-05-10,101.21,283.47,20.83,57.51,65.08,31.32,10.6,16.92,67.97,381.0,purple,4
Delhi,2015-05-11,97.57,336.82,11.91,42.7,48.43,36.11,8.79,15.11,87.93,388.0,purple,4
Delhi,2015-05-12,96.34,293.26,11.54,43.04,48.09,52.21,6.27,10.84,83.43,346.0,purple,4
Delhi,2015-05-13,83.42,174.52,10.5,48.61,45.79,56.95,8.14,9.08,55.62,328.0,purple,4
Delhi,2015-05-14,78.06,196.08,16.38,42.22,53.26,47.74,7.24,10.42,57.1,291.0,red,3
Delhi,2015-05-15,97.87,240.34,27.46,63.55,81.14,44.08,10.81,15.02,77.87,396.0,purple,4
Delhi,2015-05-16,77.52,186.28,24.05,75.5,91.36,41.94,6.17,15.03,73.24,297.0,red,3
Delhi,2015-05-17,97.16,188.39,15.83,57.63,65.15,43.23,8.4,20.15,70.29,345.0,purple,4
Delhi,2015-05-18,66.85,172.35,9.2,47.64,55.88,40.95,7.46,15.04,79.02,296.0,red,3
Delhi,2015-05-19,89.85,240.31,16.42,75.47,70.51,40.32,8.04,14.58,79.55,319.0,purple,4
Delhi,2015-05-20,67.41,176.25,21.7,52.69,60.6,42.24,6.11,20.3,57.17,282.0,red,3
Delhi,2015-05-21,75.54,335.13,27.16,53.03,63.55,56.95,8.25,14.85,42.61,352.0,purple,4
Delhi,2015-05-22,67.91,235.99,34.97,56.84,77.1,45.91,8.32,14.77,64.34,338.0,purple,4
Delhi,2015-05-23,69.02,313.73,38.94,52.79,75.32,36.5,7.06,10.73,66.63,321.0,purple,4
Delhi,2015-05-24,79.1,251.52,32.09,56.29,69.04,37.22,8.56,18.96,60.08,295.0,red,3
Delhi,2015-05-25,117.27,340.66,51.72,60.65,102.66,40.26,7.66,11.78,95.72,344.0,purple,4
Delhi,2015-05-26,96.09,311.08,24.98,51.77,70.51,33.51,5.25,9.9,79.4,337.0,purple,4
Delhi,2015-05-27,84.71,231.35,42.01,70.43,91.54,29.05,8.54,17.48,80.71,355.0,purple,4
Delhi,2015-05-28,182.76,436.17,54.87,72.67,100.54,35.74,6.89,14.33,83.33,371.0,purple,4
Delhi,2015-05-29,106.61,275.6,37.21,64.94,87.55,41.74,8.48,12.9,76.1,414.0,maroon,5
Delhi,2015-05-30,92.68,239.12,47.05,65.26,103.71,40.66,7.59,17.68,69.95,366.0,purple,4
Delhi,2015-05-31,73.62,236.8,19.04,41.86,52.3,36.27,7.12,13.08,87.47,346.0,purple,4
Delhi,2015-06-01,49.42,175.39,15.74,48.55,61.72,35.12,5.03,9.96,72.89,289.0,red,3
Delhi,2015-06-02,52.51,117.86,18.64,54.29,68.84,46.09,6.67,6.73,56.2,297.0,red,3
Delhi,2015-06-03,65.28,137.7,24.46,65.25,91.72,54.47,4.98,6.31,41.92,268.0,red,3
Delhi,2015-06-04,85.45,170.55,15.02,62.38,71.04,57.58,3.83,5.53,63.0,259.0,red,3
Delhi,2015-06-05,83.02,241.67,16.05,62.63,52.93,75.0,11.36,4.12,52.03,327.0,purple,4
Delhi,2015-06-06,44.54,119.29,11.64,46.37,46.37,71.88,11.94,7.37,37.09,384.0,purple,4
Delhi,2015-06-07,85.03,186.2,25.76,77.07,91.29,46.57,3.51,9.53,88.63,299.0,red,3
Delhi,2015-06-08,137.7,269.3,52.45,109.34,109.95,50.63,1.56,10.44,86.2,282.0,red,3
Delhi,2015-06-09,136.05,393.7,45.61,76.88,83.43,46.56,1.38,8.84,58.0,442.0,maroon,5
Delhi,2015-06-10,63.77,166.31,12.93,31.27,34.21,43.33,2.58,5.91,56.84,309.0,purple,4
Delhi,2015-06-11,115.57,259.73,4.41,32.99,26.63,35.31,1.24,6.02,138.5,270.0,red,3
Delhi,2015-06-12,83.29,180.06,14.51,36.36,37.13,40.11,1.19,5.52,68.6,239.0,red,3
Delhi,2015-06-13,73.7,158.24,24.38,52.9,64.56,41.36,1.36,5.34,53.02,214.0,red,3
Delhi,2015-06-14,74.56,121.44,15.9,68.76,71.74,56.02,1.35,5.33,60.88,166.0,orange,2
Delhi,2015-06-15,106.11,206.42,17.76,72.79,73.34,60.68,1.62,6.3,86.86,234.0,red,3
Delhi,2015-06-16,132.21,282.05,45.43,81.57,109.14,59.1,1.73,6.16,82.42,331.0,purple,4
Delhi,2015-06-17,123.56,271.79,32.84,70.96,82.45,55.88,1.57,6.95,74.01,327.0,purple,4
Delhi,2015-06-18,132.21,268.84,34.59,94.25,108.25,59.55,1.82,9.31,87.24,313.0,purple,4
Delhi,2015-06-19,110.65,216.46,10.75,65.21,61.04,55.65,1.38,7.8,76.58,284.0,red,3
Delhi,2015-06-20,80.31,160.22,5.92,52.7,45.57,48.06,1.29,10.22,69.37,239.0,red,3
Delhi,2015-06-21,59.73,82.7,7.05,50.78,40.03,66.21,1.59,6.11,52.78,149.0,orange,2
Delhi,2015-06-22,85.4,139.2,10.93,58.88,56.1,50.28,1.34,6.18,59.49,172.0,orange,2
Delhi,2015-06-23,101.99,152.18,18.2,61.18,67.45,51.94,1.41,7.9,77.04,226.0,red,3
Delhi,2015-06-24,126.07,214.45,14.98,60.31,86.44,62.47,1.37,8.09,83.13,261.0,red,3
Delhi,2015-06-25,37.59,62.38,17.17,44.72,104.26,50.86,1.25,7.67,46.7,188.0,orange,2
Delhi,2015-06-26,76.0,182.48,32.6,46.88,101.06,45.56,1.04,6.84,60.99,192.0,orange,2
Delhi,2015-06-27,69.46,195.2,19.12,38.55,69.98,42.36,1.01,7.28,53.19,207.0,red,3
Delhi,2015-06-28,79.84,214.78,20.29,47.19,92.99,41.99,1.13,7.53,58.34,219.0,red,3
Delhi,2015-06-29,48.5,96.78,5.47,38.37,81.25,43.97,1.07,7.74,52.21,193.0,orange,2
Delhi,2015-06-30,53.79,109.92,8.54,46.06,108.22,41.11,1.05,9.15,58.33,170.0,orange,2
Delhi,2015-07-01,57.99,135.43,8.88,49.64,103.97,40.5,1.06,8.88,61.42,185.0,orange,2
Delhi,2015-07-02,67.12,175.9,12.29,52.45,110.32,39.09,1.12,6.86,61.7,220.0,red,3
Delhi,2015-07-03,65.25,219.31,19.11,37.09,64.79,37.32,0.99,8.91,59.66,225.0,red,3
Delhi,2015-07-04,88.75,212.16,20.9,35.54,45.93,61.61,0.98,7.24,56.61,250.0,red,3
Delhi,2015-07-05,135.92,435.2,19.63,36.89,49.31,64.99,1.17,6.42,58.36,282.0,red,3
Delhi,2015-07-06,60.27,143.86,15.17,44.07,109.71,38.68,1.1,7.91,58.07,298.0,red,3
Delhi,2015-07-07,52.2,78.64,12.97,51.7,109.52,42.09,1.34,7.82,53.72,175.0,orange,2
Delhi,2015-07-08,67.92,127.38,11.17,52.69,131.9,42.84,1.17,7.94,53.94,217.0,red,3
Delhi,2015-07-09,65.95,128.93,25.82,53.39,152.12,48.61,1.4,7.86,42.58,234.0,red,3
Delhi,2015-07-10,47.68,95.1,26.94,46.71,173.98,53.64,1.26,8.97,35.79,188.0,orange,2
Delhi,2015-07-11,29.08,41.31,31.49,51.39,254.8,42.6,7.23,8.61,54.03,253.0,red,3
Delhi,2015-07-12,32.29,34.16,12.34,32.77,117.79,48.01,1.27,7.15,40.41,198.0,orange,2
Delhi,2015-07-13,36.68,54.36,12.21,37.71,105.59,41.83,1.3,8.11,37.7,148.0,orange,2
Delhi,2015-07-14,44.48,112.83,13.94,43.46,94.25,49.32,1.3,8.04,46.71,141.0,orange,2
Delhi,2015-07-15,63.79,243.97,30.37,38.05,89.67,44.18,1.07,9.62,52.2,218.0,red,3
Delhi,2015-07-16,77.2,244.69,22.06,36.72,102.35,31.83,1.02,10.29,72.44,268.0,red,3
Delhi,2015-07-17,77.99,148.95,13.99,42.07,128.36,40.17,1.88,12.46,61.43,232.0,red,3
Delhi,2015-07-18,71.11,148.87,24.83,48.79,149.07,42.26,1.84,10.77,56.32,204.0,red,3
Delhi,2015-07-19,67.39,144.11,23.65,52.87,155.27,42.68,1.28,10.4,59.05,220.0,red,3
Delhi,2015-07-20,49.58,83.22,16.89,62.37,196.68,41.37,1.24,10.17,61.55,223.0,red,3
Delhi,2015-07-21,40.97,78.76,12.25,46.3,151.32,38.36,1.14,12.19,46.98,218.0,red,3
Delhi,2015-07-22,38.97,85.89,19.43,41.41,132.19,36.49,2.73,20.43,44.49,165.0,orange,2
Delhi,2015-07-23,34.02,81.25,11.59,39.98,116.55,33.95,2.42,16.71,49.72,155.0,orange,2
Delhi,2015-07-24,46.13,94.49,9.1,43.99,146.4,37.38,0.98,16.01,47.11,154.0,orange,2
Delhi,2015-07-25,46.01,97.0,10.2,42.86,141.1,37.05,1.0,15.58,45.9,184.0,orange,2
Delhi,2015-07-26,29.81,86.01,8.06,30.66,106.81,33.05,0.81,15.09,40.73,150.0,orange,2
Delhi,2015-07-27,22.82,53.28,10.02,33.21,113.43,30.92,0.83,12.69,36.65,125.0,orange,2
Delhi,2015-07-28,24.69,51.98,10.03,40.25,127.68,28.99,0.74,7.61,38.49,160.0,orange,2
Delhi,2015-07-29,29.04,56.7,12.18,35.69,126.64,28.56,0.66,9.68,35.89,142.0,orange,2
Delhi,2015-07-30,25.76,47.91,13.51,32.96,105.81,29.31,1.2,9.49,26.26,181.0,orange,2
Delhi,2015-07-31,37.85,122.18,27.39,35.9,119.1,25.17,1.6,9.7,36.57,196.0,orange,2
Delhi,2015-08-01,41.32,126.33,29.5,35.14,139.85,23.1,1.08,10.8,41.27,181.0,orange,2
Delhi,2015-08-02,47.81,123.24,40.08,37.96,165.43,24.2,0.82,10.27,46.38,213.0,red,3
Delhi,2015-08-03,56.02,154.28,28.95,40.17,129.29,30.76,0.78,8.75,45.97,175.0,orange,2
Delhi,2015-08-04,54.46,136.88,19.25,46.74,142.99,31.77,1.21,9.72,56.88,184.0,orange,2
Delhi,2015-08-05,59.13,117.08,25.28,52.78,164.51,37.94,1.67,10.41,54.66,228.0,red,3
Delhi,2015-08-06,65.47,126.56,24.45,52.51,205.02,37.79,1.17,10.73,60.57,214.0,red,3
Delhi,2015-08-07,64.58,154.92,19.7,48.24,202.11,39.64,1.75,10.22,68.17,254.0,red,3
Delhi,2015-08-08,70.05,149.92,21.3,50.51,200.34,43.18,2.26,7.68,62.76,258.0,red,3
Delhi,2015-08-09,55.51,105.17,31.18,39.47,167.5,36.5,1.24,5.83,45.4,244.0,red,3
Delhi,2015-08-10,82.27,140.54,50.39,45.46,225.79,35.68,1.43,6.9,61.52,209.0,red,3
Delhi,2015-08-11,77.04,137.74,31.89,49.43,215.75,41.69,2.11,6.23,62.67,283.0,red,3
Delhi,2015-08-12,52.45,87.66,17.96,45.71,138.01,39.85,1.3,6.69,55.37,223.0,red,3
Delhi,2015-08-13,61.66,116.55,47.8,52.76,189.02,39.16,1.16,9.82,80.63,205.0,red,3
Delhi,2015-08-14,65.67,159.75,25.2,50.96,194.75,38.58,1.52,10.82,69.27,252.0,red,3
Delhi,2015-08-15,51.4,91.81,15.68,44.4,157.69,33.42,0.94,10.53,44.93,198.0,orange,2
Delhi,2015-08-16,55.71,93.33,37.6,48.39,187.78,33.29,1.06,10.46,44.79,197.0,orange,2
Delhi,2015-08-17,61.84,134.2,28.12,44.41,148.85,29.73,1.09,11.22,45.05,184.0,orange,2
Delhi,2015-08-18,60.65,126.2,18.21,56.15,133.24,32.71,1.02,12.39,48.86,197.0,orange,2
Delhi,2015-08-19,34.42,124.17,28.15,36.47,119.94,25.85,0.87,9.63,38.86,140.0,orange,2
Delhi,2015-08-20,40.83,210.86,32.66,32.0,72.35,20.57,0.78,11.59,42.13,232.0,red,3
Delhi,2015-08-21,50.97,214.05,42.48,35.87,84.88,21.67,1.12,12.09,57.47,271.0,red,3
Delhi,2015-08-22,46.74,149.06,26.74,40.28,61.52,28.2,0.9,9.56,52.48,207.0,red,3
Delhi,2015-08-23,44.67,138.12,21.72,33.76,52.07,33.25,0.78,9.53,33.94,127.0,orange,2
Delhi,2015-08-24,37.39,108.4,31.1,44.61,68.41,38.16,0.97,10.67,38.73,123.0,orange,2
Delhi,2015-08-25,52.06,222.39,21.93,39.88,56.22,36.07,0.93,9.12,44.9,175.0,orange,2
Delhi,2015-08-26,57.52,236.94,24.24,37.85,55.54,31.88,1.08,9.36,40.43,245.0,red,3
Delhi,2015-08-27,61.47,237.68,32.28,40.41,74.7,25.74,1.35,10.59,56.61,248.0,red,3
Delhi,2015-08-28,77.76,206.22,12.44,50.74,57.41,32.56,1.64,11.92,64.07,247.0,red,3
Delhi,2015-08-29,68.53,260.48,35.03,49.3,91.78,31.16,1.09,11.11,65.56,292.0,red,3
Delhi,2015-08-30,57.85,230.76,28.21,39.84,71.42,28.16,1.11,10.39,62.61,266.0,red,3
Delhi,2015-08-31,51.67,220.14,24.52,32.53,57.84,23.0,0.96,12.77,60.73,288.0,red,3
Delhi,2015-09-01,73.78,230.34,17.83,27.42,45.7,18.96,1.28,10.45,61.33,210.0,red,3
Delhi,2015-09-02,97.63,318.24,31.64,29.16,66.15,18.6,1.14,10.79,72.47,298.0,red,3
Delhi,2015-09-03,99.5,278.36,33.04,35.31,67.05,17.86,1.17,9.82,72.94,315.0,purple,4
